1508854209.7470334 AX: 0.39 g AY: -1.03 g AZ: -0.31 g     GX: -61.66 dps GY: 164.12 dps GZ: 218.66 dps     MX: 205.00 qT MY: -49.00 qT MZ: -243.00 qT
1508854209.7774613 AX: 0.43 g AY: -0.92 g AZ: -0.46 g     GX: -0.24 dps GY: 165.50 dps GZ: 250.13 dps     MX: 185.00 qT MY: -45.00 qT MZ: -239.00 qT
1508854209.8066547 AX: 0.46 g AY: -0.96 g AZ: -0.72 g     GX: 7.51 dps GY: 169.55 dps GZ: 250.13 dps     MX: 188.00 qT MY: -68.00 qT MZ: -246.00 qT
1508854209.8349328 AX: 0.52 g AY: -0.90 g AZ: -0.70 g     GX: -9.88 dps GY: 162.14 dps GZ: 250.13 dps     MX: 180.00 qT MY: -60.00 qT MZ: -242.00 qT
1508854209.863483 AX: 0.47 g AY: -0.59 g AZ: -0.74 g     GX: 12.23 dps GY: 164.26 dps GZ: 250.13 dps     MX: 173.00 qT MY: -57.00 qT MZ: -247.00 qT
1508854209.892364 AX: 0.39 g AY: -0.53 g AZ: -0.80 g     GX: 34.17 dps GY: 152.43 dps GZ: 230.41 dps     MX: 177.00 qT MY: -61.00 qT MZ: -245.00 qT
1508854209.922087 AX: 0.38 g AY: -0.47 g AZ: -0.91 g     GX: 1.78 dps GY: 158.54 dps GZ: 223.24 dps     MX: 180.00 qT MY: -66.00 qT MZ: -262.00 qT
1508854209.9516976 AX: 0.36 g AY: -0.22 g AZ: -0.85 g     GX: -74.08 dps GY: 160.52 dps GZ: 224.47 dps     MX: 170.00 qT MY: -80.00 qT MZ: -262.00 qT
1508854209.9811072 none
1508854209.9936821 none
1508854210.0096407 none
1508854210.0415545 none
1508854210.0575914 none
1508854210.0897615 none
1508854210.1058133 none
1508854210.1377969 none
1508854210.1540089 none
1508854210.1859305 none
1508854210.2019315 none
1508854210.2178035 none
1508854210.2498543 none
1508854210.2657373 none
1508854210.297856 none
1508854210.313645 none
1508854210.3456564 none
1508854210.3615866 none
1508854210.3939402 AX: -0.11 g AY: -0.05 g AZ: -0.96 g     GX: 89.96 dps GY: -23.76 dps GZ: -100.13 dps     MX: 151.00 qT MY: -91.00 qT MZ: -267.00 qT
1508854210.434058 AX: -0.09 g AY: -0.04 g AZ: -0.84 g     GX: 76.87 dps GY: -26.24 dps GZ: -96.22 dps     MX: 169.00 qT MY: -87.00 qT MZ: -269.00 qT
1508854210.4654658 AX: -0.01 g AY: 0.20 g AZ: -0.97 g     GX: 66.75 dps GY: -18.95 dps GZ: -117.62 dps     MX: 171.00 qT MY: -97.00 qT MZ: -261.00 qT
1508854210.4944737 AX: 0.09 g AY: 0.22 g AZ: -1.05 g     GX: 74.78 dps GY: -34.14 dps GZ: -171.29 dps     MX: 176.00 qT MY: -104.00 qT MZ: -250.00 qT
1508854210.5244124 AX: 0.23 g AY: -0.05 g AZ: -1.15 g     GX: 51.73 dps GY: -47.86 dps GZ: -214.22 dps     MX: 188.00 qT MY: -96.00 qT MZ: -258.00 qT
1508854210.5524838 AX: 0.33 g AY: -0.06 g AZ: -1.14 g     GX: -18.09 dps GY: -46.30 dps GZ: -208.46 dps     MX: 190.00 qT MY: -124.00 qT MZ: -254.00 qT
1508854210.582567 AX: 0.42 g AY: 0.02 g AZ: -1.16 g     GX: -10.04 dps GY: -52.95 dps GZ: -240.82 dps     MX: 176.00 qT MY: -130.00 qT MZ: -256.00 qT
1508854210.6135166 AX: 0.49 g AY: -0.09 g AZ: -1.14 g     GX: 17.96 dps GY: -73.14 dps GZ: -250.14 dps     MX: 168.00 qT MY: -134.00 qT MZ: -268.00 qT
1508854210.6409621 AX: 0.58 g AY: -0.35 g AZ: -1.12 g     GX: 4.43 dps GY: -89.66 dps GZ: -250.14 dps     MX: 163.00 qT MY: -133.00 qT MZ: -273.00 qT
1508854210.6709585 AX: 0.73 g AY: -0.35 g AZ: -1.05 g     GX: -9.51 dps GY: -101.11 dps GZ: -250.14 dps     MX: 143.00 qT MY: -141.00 qT MZ: -277.00 qT
1508854210.7014024 AX: 0.89 g AY: -0.46 g AZ: -0.99 g     GX: 18.22 dps GY: -110.58 dps GZ: -250.14 dps     MX: 137.00 qT MY: -149.00 qT MZ: -281.00 qT
1508854210.729078 AX: 0.83 g AY: -0.65 g AZ: -1.08 g     GX: 34.22 dps GY: -125.02 dps GZ: -250.14 dps     MX: 133.00 qT MY: -143.00 qT MZ: -285.00 qT
1508854210.7602205 AX: 1.06 g AY: -0.64 g AZ: -0.83 g     GX: -42.26 dps GY: -150.47 dps GZ: -250.14 dps     MX: 123.00 qT MY: -129.00 qT MZ: -291.00 qT
1508854210.7895477 AX: 0.97 g AY: -0.87 g AZ: -0.66 g     GX: -20.64 dps GY: -139.56 dps GZ: -250.14 dps     MX: 106.00 qT MY: -116.00 qT MZ: -292.00 qT
1508854210.8190205 AX: 0.90 g AY: -0.91 g AZ: -0.70 g     GX: 0.39 dps GY: -125.05 dps GZ: -245.20 dps     MX: 102.00 qT MY: -106.00 qT MZ: -306.00 qT
1508854210.846897 AX: 1.02 g AY: -1.03 g AZ: -0.57 g     GX: -8.89 dps GY: -122.89 dps GZ: -232.45 dps     MX: 103.00 qT MY: -85.00 qT MZ: -301.00 qT
1508854210.8773904 AX: 0.72 g AY: -1.24 g AZ: -0.61 g     GX: 0.93 dps GY: -100.66 dps GZ: -201.09 dps     MX: 101.00 qT MY: -91.00 qT MZ: -301.00 qT
1508854210.9064834 none
1508854210.9187698 none
1508854210.935003 none
1508854210.9667656 none
1508854210.9828944 none
1508854211.0147765 none
1508854211.030856 none
1508854211.062798 none
1508854211.0789227 none
1508854211.1107914 none
1508854211.1269073 none
1508854211.142821 none
1508854211.1747863 none
1508854211.1908894 none
1508854211.2227352 none
1508854211.2390325 none
1508854211.2707899 none
1508854211.2869053 none
1508854211.318897 none
1508854211.3349938 none
1508854211.366773 none
1508854211.3828976 none
1508854211.4147615 none
1508854211.4309995 none
1508854211.4627693 none
1508854211.4788933 none
1508854211.5107641 none
